ETC1,DATE,MACHINE,OPERATINID,ETC2,ETC3,STEPDESC,RECIPE,LOT ID,WAFERID,Slot ID,PARAMETER,MAX_DATA_ID,DATA1,DATA2,DATA3,DATA4,DATA5,DATA6,DATA7,DATA8,DATA9,DATA10,DATA11,DATA12,DATA13,DATA14,DATA15,DATA16,DATA17,DATA18,DATA19,DATA20,DATA21,DATA22,DATA23,DATA24,DATA25,DATA26,DATA27,DATA28,DATA29,DATA30,DATA31,DATA32,DATA33,DATA34,DATA35,DATA36,DATA37,DATA38,DATA39,DATA40,DATA41,DATA42,DATA43,DATA44,DATA45,DATA46,DATA47,DATA48,DATA49,DATA50,DATA51,DATA52,DATA53,DATA54,DATA55,DATA56,DATA57,DATA58,DATA59
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.04,4,X,59,-145.0,-140.0,-135.0,-130.0,-125.0,-120.0,-115.0,-110.0,-105.0,-100.0,-95.0,-90.0,-85.0,-80.0,-75.0,-70.0,-65.0,-60.0,-55.0,-50.0,-45.0,-40.0,-35.0,-30.0,-25.0,-20.0,-15.0,-10.0,-5.0,0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0,135.0,140.0,145.0
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.04,4,Y,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.05,5,T1,59,2709.382,2818.573,2858.257,2925.567,2968.458,3032.165,3036.225,3079.644,3192.830,3143.614,3170.952,3255.400,3293.263,3210.758,3233.443,3249.413,3276.014,3205.694,3208.550,3213.120,3182.363,3136.458,3109.642,3044.839,3028.927,2982.194,2942.703,2869.666,2832.843,2780.482,2825.730,2890.076,2938.675,2988.189,3018.051,3082.895,3110.464,3192.018,3207.981,3204.311,3196.900,3202.869,3263.919,3247.640,3252.531,3197.865,3248.766,3224.294,3170.645,3161.971,3150.855,3113.833,3069.200,3031.957,2982.518,2940.912,2915.270,2764.484,2752.367
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.05,5,X,59,-145.0,-140.0,-135.0,-130.0,-125.0,-120.0,-115.0,-110.0,-105.0,-100.0,-95.0,-90.0,-85.0,-80.0,-75.0,-70.0,-65.0,-60.0,-55.0,-50.0,-45.0,-40.0,-35.0,-30.0,-25.0,-20.0,-15.0,-10.0,-5.0,0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0,135.0,140.0,145.0
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.05,5,Y,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.06,6,T1,59,3005.295,3008.880,2988.843,2947.298,3009.840,3051.821,2953.984,3025.915,2990.144,2998.160,2968.413,2989.966,3039.001,3017.480,3051.969,3035.322,3013.173,3052.318,3013.170,3024.840,2991.103,3001.996,2979.077,3029.688,2964.651,3023.471,2994.280,3035.137,3022.526,3054.619,3021.923,2952.839,2997.991,2964.840,2984.452,3045.337,3019.126,2979.032,2969.588,3000.983,2963.503,2979.866,3009.360,3034.659,3018.263,2931.261,3009.131,3002.161,3012.417,3048.486,2938.103,2982.267,3017.727,2952.552,3044.278,3011.051,3025.398,2982.872,3024.413
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.06,6,X,59,-145.0,-140.0,-135.0,-130.0,-125.0,-120.0,-115.0,-110.0,-105.0,-100.0,-95.0,-90.0,-85.0,-80.0,-75.0,-70.0,-65.0,-60.0,-55.0,-50.0,-45.0,-40.0,-35.0,-30.0,-25.0,-20.0,-15.0,-10.0,-5.0,0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0,135.0,140.0,145.0
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.06,6,Y,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.07,7,T1,59,3064.108,3013.973,3014.064,3016.221,2948.199,2991.148,2990.849,3023.004,3059.989,2936.488,2992.499,3088.887,2955.385,2950.665,3012.138,3050.663,3000.686,3079.738,3051.408,3050.509,3033.247,3139.659,2987.690,2879.789,3096.255,2972.538,3006.473,3078.573,2903.864,2924.901,2903.923,2952.352,3026.378,3031.451,3016.576,2915.234,2861.394,3003.261,2971.693,3027.563,3042.117,3008.294,3045.608,3013.753,3031.804,2957.720,2989.223,3011.807,3049.232,2976.376,3031.270,2984.050,2992.947,3049.771,2880.416,2922.212,2911.069,2859.983,2959.304
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.07,7,X,59,-145.0,-140.0,-135.0,-130.0,-125.0,-120.0,-115.0,-110.0,-105.0,-100.0,-95.0,-90.0,-85.0,-80.0,-75.0,-70.0,-65.0,-60.0,-55.0,-50.0,-45.0,-40.0,-35.0,-30.0,-25.0,-20.0,-15.0,-10.0,-5.0,0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0,135.0,140.0,145.0
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.07,7,Y,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.08,8,T1,59,3067.449,2974.360,3017.801,3098.030,3119.492,2993.778,3121.823,3008.291,2924.634,2946.504,2866.752,2920.068,2967.778,3072.323,3154.869,2875.604,3035.354,2906.351,3042.723,2988.202,2835.218,3083.547,2945.550,2951.949,2903.722,2941.115,3038.510,2982.968,3029.580,3032.573,3118.860,2969.149,2867.083,3096.050,2970.166,3100.313,3034.504,2988.198,3031.390,3175.591,3186.928,3006.244,3014.417,3096.862,2923.891,3029.976,2997.672,3028.252,2924.997,2856.939,2813.431,2899.435,2958.719,2973.613,3174.351,3099.539,2913.412,3031.294,2963.363
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.08,8,X,59,-145.0,-140.0,-135.0,-130.0,-125.0,-120.0,-115.0,-110.0,-105.0,-100.0,-95.0,-90.0,-85.0,-80.0,-75.0,-70.0,-65.0,-60.0,-55.0,-50.0,-45.0,-40.0,-35.0,-30.0,-25.0,-20.0,-15.0,-10.0,-5.0,0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0,135.0,140.0,145.0
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.08,8,Y,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.09,9,T1,59,2965.876,3022.239,3074.301,2959.289,3127.662,2862.967,3000.761,3311.721,3026.770,3171.986,3010.982,3069.693,2993.186,2979.551,2906.462,3051.636,2897.816,3079.870,3130.234,3043.984,2965.650,3054.476,2962.959,3112.266,2780.231,2959.727,2761.103,2820.593,3163.663,3107.422,2913.662,2819.700,2644.257,2934.781,3290.450,3052.186,2932.851,3055.810,2812.685,2964.321,3011.937,2989.668,3094.897,3041.357,3080.199,2917.395,3107.738,3195.472,2883.582,2893.477,3160.294,2977.039,3168.459,2946.896,3174.605,3015.778,3030.987,3187.766,2956.588
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.09,9,X,59,-145.0,-140.0,-135.0,-130.0,-125.0,-120.0,-115.0,-110.0,-105.0,-100.0,-95.0,-90.0,-85.0,-80.0,-75.0,-70.0,-65.0,-60.0,-55.0,-50.0,-45.0,-40.0,-35.0,-30.0,-25.0,-20.0,-15.0,-10.0,-5.0,0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0,135.0,140.0,145.0
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.09,9,Y,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.10,10,T1,59,2858.832,2932.715,3067.850,2765.136,3095.621,2919.184,3172.172,2640.861,2882.015,2747.030,2876.066,3037.150,2973.116,2961.993,2976.122,3030.508,2848.720,3106.027,3099.400,3057.756,3083.480,3044.463,3305.261,2986.936,2953.938,2886.971,2845.161,2813.329,2866.680,2989.398,3050.144,3007.671,2885.170,3135.028,3110.912,2976.053,2902.063,3082.264,3028.196,2782.781,2989.803,3039.305,2865.046,3028.477,2781.777,3200.428,3187.192,2962.122,3054.518,2638.512,2826.548,2955.933,2839.180,3107.159,3299.594,2823.508,2874.380,3035.317,3241.667
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.10,10,X,59,-145.0,-140.0,-135.0,-130.0,-125.0,-120.0,-115.0,-110.0,-105.0,-100.0,-95.0,-90.0,-85.0,-80.0,-75.0,-70.0,-65.0,-60.0,-55.0,-50.0,-45.0,-40.0,-35.0,-30.0,-25.0,-20.0,-15.0,-10.0,-5.0,0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0,135.0,140.0,145.0
XX,2026-04-21 10:00,MTCM01,OP001,,,CMP POST THK,CMP_POLISH_LINE_SCAN,RK2A_CMP,RK2A_CMP.10,10,Y,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
